time(seconds),activatory proteins(h),repressory proteins(i),Q proteins(q),Qc proteins(qc)
17730,8423.550309187993,8423.550309187993,100.25935307908583,8.525163323132629E-20
17760,8254.146710537734,8254.146710537734,100.26092054365505,5.010266647042841E-20
17790,8090.199294775106,8090.199294775106,100.26290585406366,2.9419039136194655E-20
17820,7931.54192713333,7931.54192713333,100.26206742452268,1.725860310623155E-20
17850,7777.988376341471,7777.988376341471,100.26288370592455,1.0115615490400058E-20
17880,7629.349968564348,7629.349968564348,100.26310484621861,5.923637842934971E-21
17910,7485.454478402707,7485.454478402707,100.26471397198637,3.465725810651341E-21
17940,7346.128341394837,7346.128341394837,100.26510191005005,2.0258599513890492E-21
17970,7211.195292816728,7211.195292816728,100.26691850398669,1.183134599328488E-21
18000,7080.501199088368,7080.501199088368,100.26704648762461,6.90348537705072E-22
18030,6953.820545745544,6953.820545745544,100.26670932138515,4.02450581952335E-22
18060,6831.080048668292,6831.080048668292,100.26889298109158,2.344051490147418E-22
18090,6712.103747988006,6712.103747988006,100.2678374052661,1.3640547390206452E-22
18120,6596.713367858842,6596.713367858842,100.26981320723392,7.930604268738617E-23
18150,6484.789134991147,6484.789134991147,100.27098703835614,4.6067055665542335E-23
18180,6376.1281403410585,6376.1281403410585,100.26966708051286,2.6735250264371853E-23
18210,6270.6692210244255,6270.6692210244255,100.27297968680053,1.5501996514583513E-23
18240,6168.283804917781,6168.283804917781,100.2745390981478,8.980501265320343E-24
18270,6068.791647945792,6068.791647945792,100.27204497942024,5.197841998048999E-24
18300,5972.069662831493,5972.069662831493,100.27389592513677,3.005765667197072E-24
18330,5878.044652762526,5878.044652762526,100.27548114408853,1.7365907317408693E-24
18360,5786.601513726205,5786.601513726205,100.27609269474021,1.0024214058084873E-24
18390,5697.5731536319945,5697.5731536319945,100.27778649521878,5.781137400572719E-25
18420,5610.906572078364,5610.906572078364,100.2783835281367,3.331088113660018E-25
18450,5526.513840158188,5526.513840158188,100.27814438480338,1.9176470794307896E-25
18480,5444.23894974142,5444.23894974142,100.27926893178949,1.1029628954416565E-25
18510,5364.018477584262,5364.018477584262,100.27950830493164,6.33815326563183E-26
18540,5285.778597812537,5285.778597812537,100.27905080894787,3.6389338710016484E-26
18570,5209.407040398212,5209.407040398212,100.2800527930891,2.0873494917192747E-26
18600,5134.8226542038365,5134.8226542038365,100.28021806058956,1.1962604710263423E-26
18630,5061.938106290715,5061.938106290715,100.27971408674401,6.84961096813695E-27
18660,4990.723488455391,4990.723488455391,100.28069532677212,3.918461919819572E-27
18690,4921.037288648711,4921.037288648711,100.28084605894537,2.2396230382107207E-27
18720,4852.8871244595575,4852.8871244595575,100.2803302113391,1.2789212207950752E-27
18750,4786.118503236411,4786.118503236411,100.28251633733392,7.296628468141388E-28
18780,4720.7662789189,4720.7662789189,100.28243462653367,4.159204233510148E-28
18810,4656.653698093294,4656.653698093294,100.28249541167095,2.368687860315518E-28
18840,4593.850940371722,4593.850940371722,100.28380626516417,1.3477675565206522E-28
18870,4532.16686315676,4532.16686315676,100.28434967569468,7.66181635697012E-29
18900,4471.666239925138,4471.666239925138,100.28429039521494,4.351691071823489E-29
18930,4412.185479366886,4412.185479366886,100.28584212692961,2.469414279868886E-29
18960,4353.795683360776,4353.795683360776,100.28639090597152,1.4000367444782734E-29
18990,4296.381317544611,4296.381317544611,100.28538632019355,7.930389074012404E-30
19020,4239.894200418284,4239.894200418284,100.27933216445952,4.488065007239149E-30
19050,4184.315106397319,4184.315106397319,100.26854736786156,2.537659609380544E-30
19080,4129.552106301138,4129.552106301138,100.26098573262591,1.4335643141827027E-30
19110,4075.6376224424807,4075.6376224424807,100.25812871940228,8.09115615329552E-31
19140,4022.5225148650848,4022.5225148650848,100.2567779850553,4.56261235790419E-31
19170,3970.0933188589574,3970.0933188589574,100.257012033028,2.570550567706432E-31
19200,3918.38181929474,3918.38181929474,100.25773426671815,1.4469326676868355E-31
19230,3867.3817654351087,3867.3817654351087,100.25899544986797,8.137302905997463E-32
19260,3817.010061980153,3817.010061980153,100.25855591410483,4.572175235345032E-32
19290,3767.231556165227,3767.231556165227,100.25930484594632,2.5667003152592006E-32
